,uiLogName,variationPercentage,numberOfOccurrancesToBeDiscovered,motifLength,percentageMotifsOverLog,logLength,motifSpots,caseIds,motifsToBeDiscovered
90,LenLog_1_1_60_5_5_6000.csv,0,60,5,5,6000,"[5979, 5690, 5549, 5483, 5473, 5383, 5337, 5268, 5110, 4991, 4974, 4958, 4926, 4817, 4809, 4717, 4618, 4145, 4105, 3960, 3859, 3729, 3716, 3685, 3655, 3601, 3567, 3464, 3321, 3198, 3174, 3138, 3126, 2978, 2838, 2815, 2616, 2567, 2250, 2159, 2086, 1953, 1948, 1677, 1520, 1466, 1438, 1351, 1240, 893, 769, 726, 683, 626, 514, 503, 355, 313, 284, 223]","[306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000, 306043749000000]",1
91,LenLog_1_1_60_10_5_12000.csv,0,60,10,5,12000,"[11987, 11946, 11904, 11818, 11470, 11160, 10976, 10354, 10188, 10026, 9903, 9833, 9773, 9729, 9287, 9070, 8891, 8686, 8671, 8618, 8553, 8521, 8164, 7859, 7733, 7714, 7241, 7091, 5954, 5267, 4790, 4738, 4263, 4108, 3678, 3606, 3591, 3528, 3451, 3418, 3191, 3132, 2735, 2379, 2321, 2269, 2080, 1944, 1678, 1532, 1463, 1448, 1219, 1104, 1039, 899, 643, 390, 305, 231]","[422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000, 422193636000000]",1
92,LenLog_1_1_60_15_5_18000.csv,0,60,15,5,18000,"[17351, 16545, 16114, 15846, 15658, 15189, 15080, 15051, 14684, 14016, 12952, 12605, 12162, 11918, 11833, 11577, 11497, 11331, 10632, 10606, 9583, 9516, 9331, 8877, 8101, 8082, 7925, 7696, 7581, 7332, 6891, 6311, 5990, 5688, 5289, 4803, 4282, 4035, 3998, 3750, 3642, 3469, 3432, 3385, 3331, 3302, 3242, 3222, 3063, 2626, 2529, 2005, 1912, 1706, 1256, 1199, 1092, 1067, 1043, 280]","[331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000, 331012656000000]",1
93,LenLog_1_1_60_20_5_24000.csv,0,60,20,5,24000,"[23923, 23350, 22824, 22068, 21454, 21389, 20889, 19948, 19559, 18613, 18157, 18082, 18038, 17751, 17440, 17413, 16878, 16571, 15479, 15420, 14734, 14541, 14319, 13581, 13510, 13344, 12310, 11941, 11580, 11116, 10881, 10762, 10737, 10645, 9754, 9229, 8935, 8474, 6441, 5983, 5603, 5487, 4225, 4003, 3669, 3411, 3357, 3263, 3222, 2948, 2625, 2333, 2272, 2086, 1719, 1588, 1429, 1224, 916, 75]","[625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000, 625092257000000]",1
94,LenLog_1_1_60_25_5_30000.csv,0,60,25,5,30000,"[29460, 29030, 28859, 28719, 28079, 26646, 26434, 25805, 25670, 25539, 24875, 24480, 24425, 23633, 22904, 21879, 21635, 20770, 20191, 19400, 19304, 19044, 18125, 17737, 17189, 17035, 16611, 15951, 15669, 15484, 15289, 15022, 14910, 14505, 14283, 13526, 13005, 12695, 12578, 11356, 11216, 10489, 9368, 9129, 8311, 8218, 7666, 7367, 6902, 6084, 5698, 5349, 4225, 3863, 3488, 2662, 1537, 997, 274, 207]","[828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000, 828115401000000]",1
95,LenLog_1_1_60_5_10_3000.csv,0,60,5,10,3000,"[2960, 2943, 2925, 2866, 2835, 2795, 2769, 2741, 2733, 2659, 2598, 2589, 2512, 2481, 2436, 2426, 2408, 2392, 2333, 2246, 2206, 2145, 2042, 2036, 1986, 1908, 1881, 1803, 1678, 1646, 1597, 1529, 1509, 1478, 1448, 1432, 1338, 1257, 1232, 1221, 1113, 1063, 1019, 972, 925, 910, 775, 644, 625, 603, 573, 538, 504, 485, 439, 433, 341, 277, 213, 28]","[813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000, 813052954000000]",1
96,LenLog_1_1_60_10_10_6000.csv,0,60,10,10,6000,"[5947, 5831, 5658, 5591, 5574, 5543, 5491, 5475, 5441, 5373, 5333, 4886, 4788, 4757, 4695, 4662, 4605, 4368, 4098, 4086, 3997, 3983, 3973, 3945, 3924, 3788, 3763, 3612, 3541, 3277, 3247, 3084, 3046, 2970, 2836, 2740, 2661, 2606, 2586, 2504, 2317, 2294, 2278, 2147, 2001, 1950, 1849, 1812, 1468, 1260, 1225, 1067, 897, 847, 767, 635, 617, 517, 127, 10]","[114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000, 114005446000000]",1
97,LenLog_1_1_60_15_10_9000.csv,0,60,15,10,9000,"[8856, 8807, 8431, 8286, 8193, 8148, 7897, 7677, 7490, 7424, 6671, 6364, 6322, 6260, 5919, 5881, 5609, 5510, 5477, 5218, 5057, 5004, 4717, 4665, 4515, 4489, 4389, 4061, 3790, 3478, 3388, 3323, 3180, 3120, 3012, 2872, 2817, 2778, 2533, 2382, 2332, 2307, 2251, 1884, 1683, 1632, 1476, 1287, 1221, 1166, 1058, 805, 750, 593, 566, 405, 200, 180, 59, 38]","[121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000, 121030829000000]",1
98,LenLog_1_1_60_20_10_12000.csv,0,60,20,10,12000,"[11904, 11742, 11432, 11357, 10925, 10681, 10503, 10479, 9706, 9678, 9430, 9258, 9106, 8965, 8895, 8604, 8557, 8397, 8293, 8191, 8101, 8011, 7367, 6826, 6571, 6430, 6324, 5996, 5769, 5572, 5537, 5501, 5221, 5162, 4966, 4801, 4744, 4491, 4437, 4128, 4021, 3848, 3763, 3573, 3462, 3267, 2917, 2601, 2565, 2440, 2113, 2052, 1581, 862, 631, 482, 437, 287, 214, 46]","[418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000, 418103419000000]",1
99,LenLog_1_1_60_25_10_15000.csv,0,60,25,10,15000,"[14132, 13877, 13669, 13463, 12976, 12787, 12663, 12193, 11762, 11437, 11255, 10507, 10453, 9966, 9463, 9425, 9244, 9201, 9157, 8968, 8896, 8614, 8423, 8368, 7947, 7538, 7397, 7364, 7266, 7152, 7123, 7048, 6967, 6910, 6841, 6795, 6615, 6276, 5943, 5787, 5275, 4883, 4701, 4253, 4126, 3755, 3669, 3623, 3595, 3308, 2862, 2822, 2550, 2362, 2243, 1519, 1078, 389, 278, 197]","[1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000, 1004125822000000]",1
100,LenLog_1_10_1_10_5_1_5000.csv,10,10,5,1,5000,"[4227, 3551, 3435, 2756, 2743, 2654, 2629, 2133, 1947, 1250]","[119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000, 119115909000000]",1
101,LenLog_1_20_1_10_5_1_5000.csv,20,10,5,1,5000,"[4540, 4288, 3887, 3785, 3647, 3383, 2858, 2234, 278, 225]","[909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000, 909152005000000]",1
102,LenLog_1_10_1_10_10_1_10000.csv,10,10,10,1,10000,"[9973, 5343, 5290, 4658, 4225, 3359, 3182, 2861, 2384, 1032]","[219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000, 219094228000000]",1
103,LenLog_1_20_1_10_10_1_10000.csv,20,10,10,1,10000,"[8677, 8483, 8040, 5630, 1796, 1357, 487, 393, 304, 268]","[1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000, 1021225438000000]",1
104,LenLog_1_10_1_10_15_1_15000.csv,10,10,15,1,15000,"[12088, 10124, 9940, 9266, 7762, 6403, 5866, 4587, 3055, 2830]","[709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000, 709155204000000]",1
105,LenLog_1_20_1_10_15_1_15000.csv,20,10,15,1,15000,"[14554, 14375, 13100, 13039, 11234, 9520, 3613, 3271, 763, 26]","[130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000, 130145707000000]",1
106,LenLog_1_10_1_10_20_1_20000.csv,10,10,20,1,20000,"[19702, 15775, 13417, 8417, 7940, 4976, 4460, 3496, 1068, 156]","[719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000, 719005555000000]",1
107,LenLog_1_20_1_10_20_1_20000.csv,20,10,20,1,20000,"[19506, 19425, 18067, 17360, 16144, 13210, 13018, 5080, 2707, 2428]","[519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000, 519095423000000]",1
108,LenLog_1_10_1_10_25_1_25000.csv,10,10,25,1,25000,"[20726, 19282, 17170, 16176, 13569, 13145, 7557, 5431, 4258, 1634]","[828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000, 828194127000000]",1
109,LenLog_1_20_1_10_25_1_25000.csv,20,10,25,1,25000,"[23187, 20263, 13041, 11393, 11188, 6842, 6071, 5775, 3865, 2397]","[509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000, 509160056000000]",1
110,LenLog_1_10_1_10_5_2-5_2000.csv,10,10,5,2.5,2000,"[1953, 1757, 1354, 1321, 1271, 870, 575, 200, 105, 55]","[924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000, 924233714000000]",1
111,LenLog_1_20_1_10_5_2-5_2000.csv,20,10,5,2.5,2000,"[1316, 1084, 1068, 921, 910, 733, 579, 555, 207, 152]","[911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000, 911214644000000]",1
112,LenLog_1_10_1_10_10_2-5_4000.csv,10,10,10,2.5,4000,"[3741, 3454, 3039, 2495, 2120, 1668, 1618, 1267, 307, 166]","[612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000, 612135817000000]",1
113,LenLog_1_20_1_10_10_2-5_4000.csv,20,10,10,2.5,4000,"[3922, 3227, 3019, 2757, 2650, 2635, 2323, 1778, 601, 65]","[318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000, 318142801000000]",1
114,LenLog_1_10_1_10_15_2-5_6000.csv,10,10,15,2.5,6000,"[5477, 3644, 2846, 2723, 2100, 1852, 1789, 1617, 1022, 357]","[927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000, 927043009000000]",1
115,LenLog_1_20_1_10_15_2-5_6000.csv,20,10,15,2.5,6000,"[5290, 5273, 4595, 4275, 3976, 2956, 2913, 2506, 2111, 1190]","[1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000, 1030223821000000]",1
116,LenLog_1_10_1_10_20_2-5_8000.csv,10,10,20,2.5,8000,"[5855, 5363, 3157, 1537, 1290, 1097, 846, 735, 593, 408]","[111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000, 111230707000000]",1
117,LenLog_1_20_1_10_20_2-5_8000.csv,20,10,20,2.5,8000,"[4425, 4252, 3946, 3749, 3728, 3568, 3336, 2431, 1251, 758]","[801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000, 801044457000000]",1
118,LenLog_1_10_1_10_25_2-5_10000.csv,10,10,25,2.5,10000,"[9780, 6722, 5513, 5435, 5181, 4378, 2699, 2469, 1094, 961]","[518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000, 518215047000000]",1
119,LenLog_1_20_1_10_25_2-5_10000.csv,20,10,25,2.5,10000,"[9193, 8371, 7183, 5796, 5651, 2783, 2741, 1153, 756, 433]","[706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000, 706230801000000]",1
120,LenLog_1_10_1_10_5_5_1000.csv,10,10,5,5,1000,"[781, 696, 653, 574, 471, 457, 154, 123, 87, 51]","[1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000, 1022070410000000]",1
121,LenLog_1_20_1_10_5_5_1000.csv,20,10,5,5,1000,"[1023, 730, 629, 614, 395, 361, 352, 317, 73, 7]","[327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000, 327214820000000]",1
122,LenLog_1_10_1_10_10_5_2000.csv,10,10,10,5,2000,"[1973, 1808, 1798, 1611, 1305, 1163, 896, 737, 546, 259]","[718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000, 718205043000000]",1
123,LenLog_1_20_1_10_10_5_2000.csv,20,10,10,5,2000,"[2003, 1951, 1723, 1688, 1565, 1205, 1171, 624, 562, 37]","[423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000, 423020215000000]",1
124,LenLog_1_10_1_10_15_5_3000.csv,10,10,15,5,3000,"[2598, 1700, 1674, 1247, 1165, 926, 815, 189, 162, 37]","[910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000, 910184051000000]",1
125,LenLog_1_20_1_10_15_5_3000.csv,20,10,15,5,3000,"[3131, 1990, 1958, 1916, 1736, 1359, 651, 630, 322, 169]","[701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000, 701054121000000]",1
126,LenLog_1_10_1_10_20_5_4000.csv,10,10,20,5,4000,"[3853, 3580, 2793, 2562, 2486, 1913, 1860, 1440, 1337, 484]","[517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000, 517174350000000]",1
127,LenLog_1_20_1_10_20_5_4000.csv,20,10,20,5,4000,"[3970, 3532, 2873, 1933, 1745, 1586, 1483, 540, 423, 162]","[127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000, 127145728000000]",1
128,LenLog_1_10_1_10_25_5_5000.csv,10,10,25,5,5000,"[4957, 4875, 3805, 3464, 2733, 2457, 2219, 1644, 1244, 1060]","[419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000, 419114129000000]",1
129,LenLog_1_20_1_10_25_5_5000.csv,20,10,25,5,5000,"[4992, 4824, 4527, 3502, 2088, 1611, 1503, 1240, 314, 189]","[306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000, 306062233000000]",1
130,LenLog_1_10_1_10_5_10_500.csv,10,10,5,10,500,"[492, 439, 395, 383, 210, 201, 175, 148, 141, 33]","[315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000, 315052512000000]",1
131,LenLog_1_20_1_10_5_10_500.csv,20,10,5,10,500,"[423, 402, 354, 326, 248, 180, 70, 44, 17, 10]","[611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000, 611001654000000]",1
132,LenLog_1_10_1_10_10_10_1000.csv,10,10,10,10,1000,"[907, 695, 666, 507, 489, 417, 368, 343, 118, 56]","[925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000, 925140759000000]",1
133,LenLog_1_20_1_10_10_10_1000.csv,20,10,10,10,1000,"[982, 914, 821, 768, 757, 533, 507, 241, 100, 66]","[329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000, 329203508000000]",1
134,LenLog_1_10_1_10_15_10_1500.csv,10,10,15,10,1500,"[1426, 1246, 1135, 749, 477, 449, 308, 270, 195, 118]","[619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000, 619083820000000]",1
135,LenLog_1_20_1_10_15_10_1500.csv,20,10,15,10,1500,"[1297, 1272, 687, 671, 610, 505, 274, 122, 82, 56]","[718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000, 718094955000000]",1
136,LenLog_1_10_1_10_20_10_2000.csv,10,10,20,10,2000,"[1925, 1550, 1353, 902, 838, 758, 331, 298, 264, 100]","[806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000, 806083257000000]",1
137,LenLog_1_20_1_10_20_10_2000.csv,20,10,20,10,2000,"[1746, 1623, 1324, 899, 804, 543, 314, 256, 170, 115]","[322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000, 322015618000000]",1
138,LenLog_1_10_1_10_25_10_2500.csv,10,10,25,10,2500,"[2216, 1907, 1627, 1531, 1481, 1274, 1092, 998, 558, 45]","[729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000, 729171129000000]",1
139,LenLog_1_20_1_10_25_10_2500.csv,20,10,25,10,2500,"[2488, 1902, 1402, 1291, 964, 681, 388, 337, 205, 3]","[622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000, 622170120000000]",1
140,LenLog_1_10_1_15_5_1_7500.csv,10,15,5,1,7500,"[7290, 6441, 6055, 5716, 5440, 4554, 3485, 1596, 1427, 1332, 1043, 736, 450, 296, 150]","[1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000, 1104234228000000]",1
141,LenLog_1_20_1_15_5_1_7500.csv,20,15,5,1,7500,"[6512, 5951, 5756, 5307, 5285, 4446, 3870, 3691, 3568, 3555, 2751, 2239, 1219, 582, 364]","[227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000, 227180737000000]",1
142,LenLog_1_10_1_15_10_1_15000.csv,10,15,10,1,15000,"[14178, 13114, 12038, 11485, 10507, 10002, 8399, 7927, 7241, 6764, 6111, 5189, 2720, 1906, 123]","[626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000, 626112953000000]",1
143,LenLog_1_20_1_15_10_1_15000.csv,20,15,10,1,15000,"[13128, 11945, 8395, 8122, 7683, 7319, 7046, 5296, 4527, 2867, 2622, 1895, 1340, 1137, 657]","[507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000, 507032524000000]",1
