sequentialID;userID;epoch;idUIelement;machine
2399;6xOA6kOo3;1559208385096;btn5mixture3;e11p3
2400;6xOA6kOo3;1559208387331;btn5ok;e11p3
2401;6xOA6kOo3;1559208389566;btn1ok;e11p3
2402;txWrSeSNWU;1559208429495;btn1additive;e11p3
2403;txWrSeSNWU;1559208432716;btn3decreaseadditive;e11p3
2404;txWrSeSNWU;1559208435937;btn3decreaseadditive;e11p3
2405;txWrSeSNWU;1559208439158;btn3ok;e11p3
2406;txWrSeSNWU;1559208442382;btn1ok;e11p3
2407;lbs8mLQBQ;1559209925357;btn1container;e11p0
2408;lbs8mLQBQ;1559209927048;btn2container;e11p0
2409;lbs8mLQBQ;1559209928739;btn2ok;e11p0
2410;lbs8mLQBQ;1559209930430;btn1additive;e11p0
2411;lbs8mLQBQ;1559209932121;btn3decreaseadditive;e11p0
2412;lbs8mLQBQ;1559209933812;btn3ok;e11p0
2413;lbs8mLQBQ;1559209935503;btn1drink;e11p0
2414;lbs8mLQBQ;1559209937194;btn5mixture4;e11p0
2415;lbs8mLQBQ;1559209938885;btn5ok;e11p0
2416;lbs8mLQBQ;1559209940582;btn1ok;e11p0
2417;4PBj1BPw;1559211926054;btn1drink;e11p0
2418;4PBj1BPw;1559211930811;btn5mixture6;e11p0
2419;4PBj1BPw;1559211935568;btn5ok;e11p0
2420;4PBj1BPw;1559211940325;btn1ok;e11p0
2421;4CKbREMC;1559215546332;btn1container;e11p3
2422;4CKbREMC;1559215549606;btn2container;e11p3
2423;4CKbREMC;1559215552880;btn2ok;e11p3
2424;4CKbREMC;1559215556154;btn1additive;e11p3
2425;4CKbREMC;1559215559428;btn3decreaseadditive;e11p3
2426;4CKbREMC;1559215562702;btn3decreaseadditive;e11p3
2427;4CKbREMC;1559215565976;btn3decreaseadditive;e11p3
2428;4CKbREMC;1559215569250;btn3ok;e11p3
2429;4CKbREMC;1559215572524;btn1additive;e11p3
2430;4CKbREMC;1559215575798;btn3ok;e11p3
2431;4CKbREMC;1559215579072;btn1drink;e11p3
2432;4CKbREMC;1559215582346;btn5mixture4;e11p3
2433;4CKbREMC;1559215585620;btn5ok;e11p3
2434;4CKbREMC;1559215588895;btn1ok;e11p3
2435;lbs8mLQBQ;1559215597082;btn1container;e11p3
2436;lbs8mLQBQ;1559215599003;btn2container;e11p3
2437;lbs8mLQBQ;1559215600924;btn2ok;e11p3
2438;lbs8mLQBQ;1559215602845;btn1additive;e11p3
2439;lbs8mLQBQ;1559215604766;btn3decreaseadditive;e11p3
2440;lbs8mLQBQ;1559215606687;btn3ok;e11p3
2441;lbs8mLQBQ;1559215608608;btn1drink;e11p3
2442;lbs8mLQBQ;1559215610529;btn5mixture6;e11p3
2443;lbs8mLQBQ;1559215612450;btn5ok;e11p3
2444;lbs8mLQBQ;1559215614372;btn1ok;e11p3
2445;8gz32fIA;1559217275929;btn5mixture2;e11p0
2446;8gz32fIA;1559217285363;btn1ok;e11p0
2447;8gewydzy;1559227748038;btn1drink;e11p3
2448;8gewydzy;1559227751527;btn5mixture6;e11p3
2449;8gewydzy;1559227755016;btn5ok;e11p3
2450;8gewydzy;1559227758507;btn1ok;e11p3
2451;2cvOv2v;1559284356055;btn1additive;e11p3
2452;2cvOv2v;1559284357869;btn3decreaseadditive;e11p3
2453;2cvOv2v;1559284359683;btn3decreaseadditive;e11p3
2454;2cvOv2v;1559284361497;btn3decreaseadditive;e11p3
2455;2cvOv2v;1559284363311;btn3ok;e11p3
2456;2cvOv2v;1559284365125;btn1drink;e11p3
2457;2cvOv2v;1559284366939;btn5mixture1;e11p3
2458;2cvOv2v;1559284368753;btn5ok;e11p3
2459;2cvOv2v;1559284370574;btn1ok;e11p3
2460;rN8achz38;1559284379552;btn1drink;e11p3
2461;rN8achz38;1559284383738;btn5mixture8;e11p3
2462;rN8achz38;1559284387924;btn5ok;e11p3
2463;rN8achz38;1559284392112;btn1ok;e11p3
2464;YBzhD46D6;1559290058102;btn1additive;e11p0
2465;YBzhD46D6;1559290060643;btn3decreaseadditive;e11p0
2466;YBzhD46D6;1559290063184;btn3decreaseadditive;e11p0
2467;YBzhD46D6;1559290065725;btn3ok;e11p0
2468;YBzhD46D6;1559290068266;btn1drink;e11p0
2469;YBzhD46D6;1559290070807;btn5mixture9;e11p0
2470;YBzhD46D6;1559290073348;btn5ok;e11p0
2471;YBzhD46D6;1559290075889;btn1ok;e11p0
2472;rN8achz38;1559291198909;btn1additive;e11p0
2473;rN8achz38;1559291204344;btn3decreaseadditive;e11p0
2474;rN8achz38;1559291209779;btn3decreaseadditive;e11p0
2475;rN8achz38;1559291215214;btn3decreaseadditive;e11p0
2476;rN8achz38;1559291220649;btn3ok;e11p0
2477;rN8achz38;1559291226084;btn1drink;e11p0
2478;rN8achz38;1559291231519;btn5mixture9;e11p0
2479;rN8achz38;1559291236954;btn5ok;e11p0
2480;rN8achz38;1559291242395;btn1ok;e11p0
2481;etkcoMvHM;1559291481827;btn1additive;e11p3
2482;etkcoMvHM;1559291484369;btn3decreaseadditive;e11p3
2483;etkcoMvHM;1559291486911;btn3decreaseadditive;e11p3
2484;etkcoMvHM;1559291489453;btn3ok;e11p3
2485;etkcoMvHM;1559291491995;btn1drink;e11p3
2486;etkcoMvHM;1559291494537;btn5mixture4;e11p3
2487;etkcoMvHM;1559291497079;btn5ok;e11p3
2488;etkcoMvHM;1559291499624;btn1ok;e11p3
2489;8gewydzy;1559293249305;btn1drink;e11p3
2490;8gewydzy;1559293251582;btn5mixture6;e11p3
2491;8gewydzy;1559293253859;btn5ok;e11p3
2492;8gewydzy;1559293256138;btn1ok;e11p3
2493;4PBj1BPw;1559295142745;btn1additive;e11p3
2494;4PBj1BPw;1559295146107;btn3ok;e11p3
2495;4PBj1BPw;1559295149469;btn1drink;e11p3
2496;4PBj1BPw;1559295152831;btn5mixture6;e11p3
2497;4PBj1BPw;1559295156193;btn5ok;e11p3
2498;4PBj1BPw;1559295159559;btn1ok;e11p3
2499;RFDl0DaU2IL;1559295170216;btn1container;e11p3
2500;RFDl0DaU2IL;1559295172389;btn2container;e11p3
2501;RFDl0DaU2IL;1559295174562;btn2ok;e11p3
2502;RFDl0DaU2IL;1559295176735;btn1additive;e11p3
2503;RFDl0DaU2IL;1559295178908;btn3decreaseadditive;e11p3
2504;RFDl0DaU2IL;1559295181081;btn3decreaseadditive;e11p3
2505;RFDl0DaU2IL;1559295183254;btn3decreaseadditive;e11p3
2506;RFDl0DaU2IL;1559295185427;btn3ok;e11p3
2507;RFDl0DaU2IL;1559295187601;btn1ok;e11p3
2508;mqi7ip;1559296689891;btn1drink;e11p3
2509;mqi7ip;1559296695055;btn5mixture3;e11p3
2510;mqi7ip;1559296700219;btn5ok;e11p3
2511;mqi7ip;1559296705383;btn1ok;e11p3
2512;2cvOv2v;1559297878721;btn1additive;e3p0
2513;2cvOv2v;1559297882822;btn3decreaseadditive;e3p0
2514;2cvOv2v;1559297886923;btn3decreaseadditive;e3p0
2515;2cvOv2v;1559297891024;btn3decreaseadditive;e3p0
2516;2cvOv2v;1559297895125;btn3ok;e3p0
2517;2cvOv2v;1559297899226;btn1drink;e3p0
2518;2cvOv2v;1559297903327;btn5mixture1;e3p0
2519;2cvOv2v;1559297907428;btn5ok;e3p0
2520;2cvOv2v;1559297911531;btn1ok;e3p0
2521;FR4PPIFj;1559297953741;btn1additive;e3p0
2522;FR4PPIFj;1559297957417;btn3decreaseadditive;e3p0
2523;FR4PPIFj;1559297961093;btn3decreaseadditive;e3p0
2524;FR4PPIFj;1559297964769;btn3ok;e3p0
2525;FR4PPIFj;1559297968445;btn1drink;e3p0
2526;FR4PPIFj;1559297972121;btn5mixture4;e3p0
2527;FR4PPIFj;1559297975797;btn5ok;e3p0
2528;FR4PPIFj;1559297979479;btn1ok;e3p0
2529;wJxNbIJxNN;1559299701046;btn1additive;e11p0
2530;wJxNbIJxNN;1559299705818;btn3decreaseadditive;e11p0
2531;wJxNbIJxNN;1559299710590;btn3decreaseadditive;e11p0
2532;wJxNbIJxNN;1559299715362;btn3ok;e11p0
2533;wJxNbIJxNN;1559299720134;btn1drink;e11p0
2534;wJxNbIJxNN;1559299724906;btn5mixture10;e11p0
2535;wJxNbIJxNN;1559299729678;btn5ok;e11p0
2536;wJxNbIJxNN;1559299734452;btn1ok;e11p0
2537;etkcoMvHM;1559301717820;btn1additive;e11p3
2538;etkcoMvHM;1559301719962;btn3decreaseadditive;e11p3
2539;etkcoMvHM;1559301722104;btn3decreaseadditive;e11p3
2540;etkcoMvHM;1559301724246;btn3ok;e11p3
2541;etkcoMvHM;1559301726388;btn1drink;e11p3
2542;etkcoMvHM;1559301728530;btn5mixture4;e11p3
2543;etkcoMvHM;1559301730672;btn5ok;e11p3
2544;etkcoMvHM;1559301732820;btn1ok;e11p3
2545;rN8achz38;1559301794789;btn1additive;e11p3
2546;rN8achz38;1559301798113;btn3decreaseadditive;e11p3
2547;rN8achz38;1559301801437;btn3ok;e11p3
2548;rN8achz38;1559301804761;btn1additive;e11p3
2549;rN8achz38;1559301808085;btn3decreaseadditive;e11p3
2550;rN8achz38;1559301811409;btn3decreaseadditive;e11p3
2551;rN8achz38;1559301814733;btn3ok;e11p3
2552;rN8achz38;1559301818057;btn1drink;e11p3
2553;rN8achz38;1559301821381;btn5mixture1;e11p3
2554;rN8achz38;1559301824705;btn5ok;e11p3
2555;rN8achz38;1559301828029;btn1ok;e11p3
2556;8gz32fIA;1559303364932;btn5mixture2;e11p0
2557;8gz32fIA;1559303383358;btn1ok;e11p0
2558;4PBj1BPw;1559303477192;btn1drink;e11p3
2559;4PBj1BPw;1559303481845;btn5mixture6;e11p3
2560;4PBj1BPw;1559303486498;btn5ok;e11p3
2561;4PBj1BPw;1559303491152;btn1ok;e11p3
2562;lbs8mLQBQ;1559304511398;btn1container;e11p0
2563;lbs8mLQBQ;1559304515133;btn2container;e11p0
2564;lbs8mLQBQ;1559304518868;btn2container;e11p0
2565;lbs8mLQBQ;1559304522603;btn2ok;e11p0
2566;lbs8mLQBQ;1559304526338;btn1additive;e11p0
2567;lbs8mLQBQ;1559304530073;btn3decreaseadditive;e11p0
2568;lbs8mLQBQ;1559304533808;btn3ok;e11p0
2569;lbs8mLQBQ;1559304537543;btn1drink;e11p0
2570;lbs8mLQBQ;1559304541278;btn5mixture6;e11p0
2571;lbs8mLQBQ;1559304545013;btn5ok;e11p0
2572;lbs8mLQBQ;1559304548748;btn1ok;e11p0
2573;YBzhD46D6;1559311347435;btn1container;e11p0
2574;YBzhD46D6;1559311350010;btn2ok;e11p0
2575;YBzhD46D6;1559311352585;btn1additive;e11p0
2576;YBzhD46D6;1559311355160;btn3decreaseadditive;e11p0
2577;YBzhD46D6;1559311357735;btn3decreaseadditive;e11p0
2578;YBzhD46D6;1559311360310;btn3ok;e11p0
2579;YBzhD46D6;1559311362885;btn1drink;e11p0
2580;YBzhD46D6;1559311365460;btn5mixture5;e11p0
2581;YBzhD46D6;1559311368035;btn5ok;e11p0
2582;YBzhD46D6;1559311370614;btn1ok;e11p0
2583;wJxNbIJxNN;1559312888267;btn1additive;e11p0
2584;wJxNbIJxNN;1559312891658;btn3decreaseadditive;e11p0
2585;wJxNbIJxNN;1559312895049;btn3decreaseadditive;e11p0
2586;wJxNbIJxNN;1559312898440;btn3ok;e11p0
2587;wJxNbIJxNN;1559312901831;btn1drink;e11p0
2588;wJxNbIJxNN;1559312905222;btn5mixture10;e11p0
2589;wJxNbIJxNN;1559312908613;btn5ok;e11p0
2590;wJxNbIJxNN;1559312912004;btn1ok;e11p0
2591;6xOA6kOo3;1559317587271;btn1additive;e11p3
2592;6xOA6kOo3;1559317589631;btn3decreaseadditive;e11p3
2593;6xOA6kOo3;1559317591991;btn3decreaseadditive;e11p3
2594;6xOA6kOo3;1559317594351;btn3decreaseadditive;e11p3
2595;6xOA6kOo3;1559317596711;btn3ok;e11p3
2596;6xOA6kOo3;1559317599071;btn1drink;e11p3
2597;6xOA6kOo3;1559317601431;btn5mixture3;e11p3
2598;6xOA6kOo3;1559317603791;btn5ok;e11p3
2599;6xOA6kOo3;1559317606154;btn1ok;e11p3
2600;2cvOv2v;1559542561133;btn1additive;e11p3
2601;2cvOv2v;1559542565937;btn3decreaseadditive;e11p3
2602;2cvOv2v;1559542570741;btn3decreaseadditive;e11p3
2603;2cvOv2v;1559542575545;btn3decreaseadditive;e11p3
2604;2cvOv2v;1559542580349;btn3ok;e11p3
2605;2cvOv2v;1559542585153;btn1drink;e11p3
2606;2cvOv2v;1559542589957;btn5mixture3;e11p3
2607;2cvOv2v;1559542594761;btn5ok;e11p3
2608;2cvOv2v;1559542599570;btn1ok;e11p3
2609;YBzhD46D6;1559543987479;btn1additive;e11p0
2610;YBzhD46D6;1559543991694;btn3decreaseadditive;e11p0
2611;YBzhD46D6;1559543995909;btn3decreaseadditive;e11p0
2612;YBzhD46D6;1559544000124;btn3ok;e11p0
2613;YBzhD46D6;1559544004339;btn1drink;e11p0
2614;YBzhD46D6;1559544008554;btn5mixture9;e11p0
2615;YBzhD46D6;1559544012769;btn5ok;e11p0
2616;YBzhD46D6;1559544016989;btn1ok;e11p0
2617;6FGQfFaap;1559544093456;btn1additive;e11p3
2618;6FGQfFaap;1559544097534;btn3decreaseadditive;e11p3
2619;6FGQfFaap;1559544101612;btn3decreaseadditive;e11p3
2620;6FGQfFaap;1559544105690;btn3ok;e11p3
2621;6FGQfFaap;1559544109768;btn1drink;e11p3
2622;6FGQfFaap;1559544113846;btn5mixture5;e11p3
2623;6FGQfFaap;1559544117924;btn5ok;e11p3
2624;6FGQfFaap;1559544122007;btn1ok;e11p3
2625;lbs8mLQBQ;1559546735576;btn1additive;e11p0
2626;lbs8mLQBQ;1559546738133;btn3decreaseadditive;e11p0
2627;lbs8mLQBQ;1559546740690;btn3ok;e11p0
2628;lbs8mLQBQ;1559546743247;btn1drink;e11p0
2629;lbs8mLQBQ;1559546745804;btn5mixture4;e11p0
2630;lbs8mLQBQ;1559546748361;btn5ok;e11p0
2631;lbs8mLQBQ;1559546750922;btn1ok;e11p0
2632;4PBj1BPw;1559548392971;btn1drink;e3p0
2633;4PBj1BPw;1559548397567;btn5mixture6;e3p0
2634;4PBj1BPw;1559548402163;btn5ok;e3p0
2635;4PBj1BPw;1559548406761;btn1ok;e3p0
2636;wJxNbIJxNN;1559549243514;btn1additive;e11p0
2637;wJxNbIJxNN;1559549247310;btn3decreaseadditive;e11p0
2638;wJxNbIJxNN;1559549251106;btn3decreaseadditive;e11p0
2639;wJxNbIJxNN;1559549254902;btn3ok;e11p0
2640;wJxNbIJxNN;1559549258698;btn1drink;e11p0
2641;wJxNbIJxNN;1559549262494;btn5mixture10;e11p0
2642;wJxNbIJxNN;1559549266290;btn5ok;e11p0
2643;wJxNbIJxNN;1559549270086;btn1ok;e11p0
2644;FR4PPIFj;1559553020557;btn1container;e11p3
2645;FR4PPIFj;1559553022323;btn2container;e11p3
2646;FR4PPIFj;1559553024089;btn2ok;e11p3
2647;FR4PPIFj;1559553025855;btn1additive;e11p3
2648;FR4PPIFj;1559553027621;btn3decreaseadditive;e11p3
2649;FR4PPIFj;1559553029387;btn3decreaseadditive;e11p3
2650;FR4PPIFj;1559553031153;btn3ok;e11p3
2651;FR4PPIFj;1559553032919;btn1drink;e11p3
2652;FR4PPIFj;1559553034685;btn5mixture4;e11p3
2653;FR4PPIFj;1559553036451;btn5ok;e11p3
2654;FR4PPIFj;1559553038217;btn1ok;e11p3
2655;GTMkTsnDQuQY;1559553839633;btn1additive;e11p3
2656;GTMkTsnDQuQY;1559553843188;btn3decreaseadditive;e11p3
2657;GTMkTsnDQuQY;1559553846743;btn3decreaseadditive;e11p3
2658;GTMkTsnDQuQY;1559553850298;btn3ok;e11p3
2659;GTMkTsnDQuQY;1559553853853;btn1drink;e11p3
2660;GTMkTsnDQuQY;1559553857408;btn5mixture6;e11p3
2661;GTMkTsnDQuQY;1559553860963;btn5ok;e11p3
2662;GTMkTsnDQuQY;1559553864519;btn1ok;e11p3
2663;rN8achz38;1559554055914;btn1additive;e11p3
2664;rN8achz38;1559554058167;btn3decreaseadditive;e11p3
2665;rN8achz38;1559554060420;btn3decreaseadditive;e11p3
2666;rN8achz38;1559554062673;btn3decreaseadditive;e11p3
2667;rN8achz38;1559554064926;btn3ok;e11p3
2668;rN8achz38;1559554067179;btn1drink;e11p3
2669;rN8achz38;1559554069432;btn5mixture1;e11p3
2670;rN8achz38;1559554071685;btn5ok;e11p3
2671;rN8achz38;1559554073939;btn1ok;e11p3
2672;4CKbREMC;1559554542677;btn1container;e11p3
2673;4CKbREMC;1559554546100;btn2container;e11p3
2674;4CKbREMC;1559554549523;btn2ok;e11p3
2675;4CKbREMC;1559554552946;btn1additive;e11p3
2676;4CKbREMC;1559554556369;btn3ok;e11p3
2677;4CKbREMC;1559554559792;btn1drink;e11p3
2678;4CKbREMC;1559554563215;btn5mixture4;e11p3
2679;4CKbREMC;1559554566638;btn5ok;e11p3
2680;4CKbREMC;1559554570062;btn1ok;e11p3
2681;etkcoMvHM;1559561046674;btn1additive;e11p3
2682;etkcoMvHM;1559561048666;btn3decreaseadditive;e11p3
2683;etkcoMvHM;1559561050658;btn3decreaseadditive;e11p3
2684;etkcoMvHM;1559561052650;btn3ok;e11p3
2685;etkcoMvHM;1559561054642;btn1drink;e11p3
2686;etkcoMvHM;1559561056634;btn5mixture4;e11p3
2687;etkcoMvHM;1559561058626;btn5ok;e11p3
2688;etkcoMvHM;1559561060622;btn1ok;e11p3
2689;4PBj1BPw;1559561227918;btn1drink;e11p3
2690;4PBj1BPw;1559561233607;btn5mixture6;e11p3
2691;4PBj1BPw;1559561239296;btn5ok;e11p3
2692;4PBj1BPw;1559561244986;btn1ok;e11p3
2693;8gz32fIA;1559563222489;btn5mixture2;e11p0
2694;8gz32fIA;1559563240767;btn1ok;e11p0
2695;6FGQfFaap;1559563248027;btn1additive;e11p0
2696;6FGQfFaap;1559563250603;btn3decreaseadditive;e11p0
2697;6FGQfFaap;1559563253179;btn3decreaseadditive;e11p0
2698;6FGQfFaap;1559563255755;btn3ok;e11p0
2699;6FGQfFaap;1559563258331;btn1drink;e11p0
2700;6FGQfFaap;1559563260907;btn5mixture2;e11p0
2701;6FGQfFaap;1559563263483;btn5ok;e11p0
2702;6FGQfFaap;1559563266063;btn1ok;e11p0
2703;4CKbREMC;1559564669575;btn1container;e11p3
2704;4CKbREMC;1559564672078;btn2container;e11p3
2705;4CKbREMC;1559564674581;btn2ok;e11p3
2706;4CKbREMC;1559564677084;btn1additive;e11p3
2707;4CKbREMC;1559564679587;btn3decreaseadditive;e11p3
2708;4CKbREMC;1559564682090;btn3decreaseadditive;e11p3
2709;4CKbREMC;1559564684593;btn3decreaseadditive;e11p3
2710;4CKbREMC;1559564687096;btn3ok;e11p3
2711;4CKbREMC;1559564689599;btn1drink;e11p3
2712;4CKbREMC;1559564692102;btn5mixture4;e11p3
2713;4CKbREMC;1559564694605;btn5ok;e11p3
2714;4CKbREMC;1559564697112;btn1ok;e11p3
2715;lbs8mLQBQ;1559564705287;btn1additive;e11p3
2716;lbs8mLQBQ;1559564707858;btn3decreaseadditive;e11p3
2717;lbs8mLQBQ;1559564710429;btn3ok;e11p3
2718;lbs8mLQBQ;1559564713000;btn1drink;e11p3
2719;lbs8mLQBQ;1559564715571;btn5mixture6;e11p3
2720;lbs8mLQBQ;1559564718142;btn5ok;e11p3
2721;lbs8mLQBQ;1559564720718;btn1ok;e11p3
2722;cZqppiIcq;1559569418880;btn1container;e11p3
2723;cZqppiIcq;1559569421907;btn2container;e11p3
2724;cZqppiIcq;1559569424934;btn2ok;e11p3
2725;cZqppiIcq;1559569427961;btn1additive;e11p3
2726;cZqppiIcq;1559569430988;btn3decreaseadditive;e11p3
2727;cZqppiIcq;1559569434015;btn3decreaseadditive;e11p3
2728;cZqppiIcq;1559569437042;btn3decreaseadditive;e11p3
2729;cZqppiIcq;1559569440069;btn3ok;e11p3
2730;cZqppiIcq;1559569443096;btn1drink;e11p3
2731;cZqppiIcq;1559569446123;btn5mixture4;e11p3
2732;cZqppiIcq;1559569449150;btn5ok;e11p3
2733;cZqppiIcq;1559569452182;btn1ok;e11p3
2734;YBzhD46D6;1559570046800;btn1additive;e11p0
2735;YBzhD46D6;1559570050801;btn3decreaseadditive;e11p0
2736;YBzhD46D6;1559570054802;btn3decreaseadditive;e11p0
2737;YBzhD46D6;1559570058803;btn3ok;e11p0
2738;YBzhD46D6;1559570062804;btn1drink;e11p0
2739;YBzhD46D6;1559570066805;btn5mixture5;e11p0
2740;YBzhD46D6;1559570070806;btn5ok;e11p0
2741;YBzhD46D6;1559570074813;btn1ok;e11p0
2742;etkcoMvHM;1559625868990;btn1additive;e11p3
2743;etkcoMvHM;1559625870711;btn3decreaseadditive;e11p3
2744;etkcoMvHM;1559625872432;btn3decreaseadditive;e11p3
2745;etkcoMvHM;1559625874153;btn3ok;e11p3
2746;etkcoMvHM;1559625875874;btn1drink;e11p3
2747;etkcoMvHM;1559625877595;btn5mixture4;e11p3
2748;etkcoMvHM;1559625879316;btn5ok;e11p3
2749;etkcoMvHM;1559625881042;btn1ok;e11p3
2750;wJxNbIJxNN;1559632283813;btn1container;e11p0
2751;wJxNbIJxNN;1559632286779;btn2ok;e11p0
2752;wJxNbIJxNN;1559632289745;btn1additive;e11p0
2753;wJxNbIJxNN;1559632292711;btn3decreaseadditive;e11p0
2754;wJxNbIJxNN;1559632295677;btn3decreaseadditive;e11p0
2755;wJxNbIJxNN;1559632298643;btn3ok;e11p0
2756;wJxNbIJxNN;1559632301609;btn1drink;e11p0
2757;wJxNbIJxNN;1559632304575;btn5mixture10;e11p0
2758;wJxNbIJxNN;1559632307541;btn5ok;e11p0
2759;wJxNbIJxNN;1559632310507;btn1ok;e11p0
2760;YBzhD46D6;1559633475868;btn1drink;e11p0
2761;YBzhD46D6;1559633489706;btn5mixture5;e11p0
2762;YBzhD46D6;1559633503544;btn5ok;e11p0
2763;YBzhD46D6;1559633517383;btn1ok;e11p0
2764;8gz32fIA;1559633663245;btn1additive;e11p3
2765;8gz32fIA;1559633666808;btn3decreaseadditive;e11p3
2766;8gz32fIA;1559633670371;btn3decreaseadditive;e11p3
2767;8gz32fIA;1559633673934;btn3decreaseadditive;e11p3
2768;8gz32fIA;1559633677497;btn3ok;e11p3
2769;8gz32fIA;1559633681062;btn1ok;e11p3
2770;4PBj1BPw;1559633724559;btn1drink;e11p3
2771;4PBj1BPw;1559633728427;btn5mixture3;e11p3
2772;4PBj1BPw;1559633732295;btn5ok;e11p3
2773;4PBj1BPw;1559633736164;btn1ok;e11p3
2774;lbs8mLQBQ;1559635253899;btn1additive;e11p0
2775;lbs8mLQBQ;1559635255757;btn3decreaseadditive;e11p0
2776;lbs8mLQBQ;1559635257615;btn3ok;e11p0
2777;lbs8mLQBQ;1559635259473;btn1drink;e11p0
2778;lbs8mLQBQ;1559635261331;btn5mixture4;e11p0
2779;lbs8mLQBQ;1559635263189;btn5ok;e11p0
2780;lbs8mLQBQ;1559635265052;btn1ok;e11p0
2781;mqi7ip;1559639023672;btn1drink;e11p3
2782;mqi7ip;1559639029004;btn5mixture3;e11p3
2783;mqi7ip;1559639034336;btn5ok;e11p3
2784;mqi7ip;1559639039668;btn1ok;e11p3
2785;etkcoMvHM;1559639645050;btn1additive;e11p3
2786;etkcoMvHM;1559639650472;btn3decreaseadditive;e11p3
2787;etkcoMvHM;1559639655894;btn3decreaseadditive;e11p3
2788;etkcoMvHM;1559639661316;btn3ok;e11p3
2789;etkcoMvHM;1559639666738;btn1drink;e11p3
2790;etkcoMvHM;1559639672160;btn5mixture4;e11p3
2791;etkcoMvHM;1559639677582;btn5ok;e11p3
2792;etkcoMvHM;1559639683004;btn1ok;e11p3
2793;rN8achz38;1559639783828;btn1additive;e11p3
2794;rN8achz38;1559639786932;btn3decreaseadditive;e11p3
2795;rN8achz38;1559639790036;btn3decreaseadditive;e11p3
2796;rN8achz38;1559639793140;btn3decreaseadditive;e11p3
2797;rN8achz38;1559639796244;btn3ok;e11p3
2798;rN8achz38;1559639799348;btn1drink;e11p3
2799;rN8achz38;1559639802452;btn5mixture1;e11p3
2800;rN8achz38;1559639805556;btn5ok;e11p3
2801;rN8achz38;1559639808662;btn1ok;e11p3
2802;RFDl0DaU2IL;1559639872014;btn1container;e11p3
2803;RFDl0DaU2IL;1559639874479;btn2container;e11p3
2804;RFDl0DaU2IL;1559639876944;btn2ok;e11p3
2805;RFDl0DaU2IL;1559639879409;btn1additive;e11p3
2806;RFDl0DaU2IL;1559639881874;btn3decreaseadditive;e11p3
2807;RFDl0DaU2IL;1559639884339;btn3decreaseadditive;e11p3
2808;RFDl0DaU2IL;1559639886804;btn3decreaseadditive;e11p3
2809;RFDl0DaU2IL;1559639889269;btn3ok;e11p3
2810;RFDl0DaU2IL;1559639891740;btn1ok;e11p3
2811;8gz32fIA;1559640400251;btn1additive;e11p3
2812;8gz32fIA;1559640402260;btn3decreaseadditive;e11p3
2813;8gz32fIA;1559640404269;btn3decreaseadditive;e11p3
2814;8gz32fIA;1559640406278;btn3decreaseadditive;e11p3
2815;8gz32fIA;1559640408287;btn3ok;e11p3
2816;8gz32fIA;1559640410298;btn1ok;e11p3
2817;GTMkTsnDQuQY;1559640414301;btn1additive;e11p3
2818;GTMkTsnDQuQY;1559640416749;btn3decreaseadditive;e11p3
2819;GTMkTsnDQuQY;1559640419197;btn3decreaseadditive;e11p3
2820;GTMkTsnDQuQY;1559640421645;btn3decreaseadditive;e11p3
2821;GTMkTsnDQuQY;1559640424093;btn3increaseadditive;e11p3
2822;GTMkTsnDQuQY;1559640426541;btn3ok;e11p3
2823;GTMkTsnDQuQY;1559640428989;btn1drink;e11p3
2824;GTMkTsnDQuQY;1559640431437;btn5mixture6;e11p3
2825;GTMkTsnDQuQY;1559640433885;btn5ok;e11p3
2826;GTMkTsnDQuQY;1559640436341;btn1ok;e11p3
2827;48cgGuhQ;1559647079048;btn1container;e11p3
2828;48cgGuhQ;1559647081793;btn2ok;e11p3
2829;48cgGuhQ;1559647084538;btn1additive;e11p3
2830;48cgGuhQ;1559647087283;btn3decreaseadditive;e11p3
2831;48cgGuhQ;1559647090028;btn3decreaseadditive;e11p3
2832;48cgGuhQ;1559647092773;btn3decreaseadditive;e11p3
2833;48cgGuhQ;1559647095518;btn3ok;e11p3
2834;48cgGuhQ;1559647098263;btn1drink;e11p3
2835;48cgGuhQ;1559647101008;btn5mixture3;e11p3
2836;48cgGuhQ;1559647103753;btn5ok;e11p3
2837;48cgGuhQ;1559647106500;btn1ok;e11p3
2838;lbs8mLQBQ;1559648731478;btn1container;e11p0
2839;lbs8mLQBQ;1559648732674;btn2container;e11p0
2840;lbs8mLQBQ;1559648733870;btn2ok;e11p0
2841;lbs8mLQBQ;1559648735066;btn1additive;e11p0
2842;lbs8mLQBQ;1559648736262;btn3decreaseadditive;e11p0
2843;lbs8mLQBQ;1559648737458;btn3ok;e11p0
2844;lbs8mLQBQ;1559648738654;btn1drink;e11p0
2845;lbs8mLQBQ;1559648739850;btn5mixture6;e11p0
2846;lbs8mLQBQ;1559648741046;btn5ok;e11p0
2847;lbs8mLQBQ;1559648742246;btn1ok;e11p0
2848;wJxNbIJxNN;1559649014089;btn1additive;e11p0
2849;wJxNbIJxNN;1559649017534;btn3decreaseadditive;e11p0
2850;wJxNbIJxNN;1559649020979;btn3decreaseadditive;e11p0
2851;wJxNbIJxNN;1559649024424;btn3ok;e11p0
2852;wJxNbIJxNN;1559649027869;btn1drink;e11p0
2853;wJxNbIJxNN;1559649031314;btn5mixture15;e11p0
2854;wJxNbIJxNN;1559649034759;btn5ok;e11p0
